date,sales,day,day_num
2015-02-15,23276,Sunday,6
2017-12-03,26533,Sunday,6
2015-02-22,23501,Sunday,6
2015-08-09,35331,Sunday,6
2017-09-17,36836,Sunday,6
2013-04-14,27389,Sunday,6
2015-11-08,32839,Sunday,6
2015-05-24,35124,Sunday,6
2015-03-01,28266,Sunday,6
2015-11-01,32817,Sunday,6
2017-09-24,36615,Sunday,6
2013-02-03,19544,Sunday,6
2017-11-26,36973,Sunday,6
2013-04-07,27172,Sunday,6
2015-08-16,35148,Sunday,6
2015-03-08,28151,Sunday,6
2015-10-25,30639,Sunday,6
2015-05-17,35300,Sunday,6
2017-10-01,33845,Sunday,6
2013-03-31,23537,Sunday,6
2013-02-10,19501,Sunday,6
2014-02-09,22544,Sunday,6
2017-06-11,42022,Sunday,6
2013-06-09,30967,Sunday,6
2016-07-31,43294,Sunday,6
2014-06-01,35900,Sunday,6
2013-11-17,27248,Sunday,6
2017-02-12,26487,Sunday,6
2016-08-07,37885,Sunday,6
2014-05-25,33514,Sunday,6
2016-08-14,38105,Sunday,6
2017-02-19,26427,Sunday,6
2013-11-24,27319,Sunday,6
2014-05-18,33673,Sunday,6
2016-08-21,38057,Sunday,6
2014-05-11,33507,Sunday,6
2013-12-01,19357,Sunday,6
2017-01-29,23807,Sunday,6
2016-08-28,37831,Sunday,6
2014-05-04,33676,Sunday,6
2017-02-05,26084,Sunday,6
2013-12-08,19287,Sunday,6
2013-11-10,27191,Sunday,6
2016-07-24,42881,Sunday,6
2013-10-13,25438,Sunday,6
2017-03-19,31483,Sunday,6
2016-06-26,40921,Sunday,6
2014-07-06,38209,Sunday,6
2013-10-20,25209,Sunday,6
2017-03-12,31806,Sunday,6
2016-07-03,43103,Sunday,6
2014-06-08,35783,Sunday,6
2014-06-29,35998,Sunday,6
2013-10-27,25247,Sunday,6
2017-03-05,31693,Sunday,6
2014-06-22,35673,Sunday,6
2016-07-17,43247,Sunday,6
2014-06-15,36461,Sunday,6
2013-11-03,27266,Sunday,6
2017-02-26,26577,Sunday,6
2016-07-10,43427,Sunday,6
2014-07-13,37848,Sunday,6
2017-01-22,23831,Sunday,6
2014-04-27,31587,Sunday,6
2016-10-16,33310,Sunday,6
2014-03-16,26959,Sunday,6
2016-10-23,32925,Sunday,6
2014-01-19,20093,Sunday,6
2016-12-11,25187,Sunday,6
2014-03-09,26992,Sunday,6
2016-10-30,32709,Sunday,6
2016-12-18,25044,Sunday,6
2014-03-02,26956,Sunday,6
2016-12-04,25298,Sunday,6
2016-11-06,35520,Sunday,6
2014-02-23,22515,Sunday,6
2014-02-02,22709,Sunday,6
2016-11-27,35357,Sunday,6
2016-11-13,35753,Sunday,6
2014-02-16,22409,Sunday,6
2014-01-26,20232,Sunday,6
2016-09-04,35553,Sunday,6
2014-01-12,19973,Sunday,6
2016-10-09,32882,Sunday,6
2013-12-15,19738,Sunday,6
2017-01-15,23701,Sunday,6
2016-09-11,35101,Sunday,6
2014-04-20,31447,Sunday,6
2016-09-18,35616,Sunday,6
2013-12-22,19693,Sunday,6
2017-01-08,23700,Sunday,6
2014-03-23,26990,Sunday,6
2014-04-13,31455,Sunday,6
2014-04-06,31780,Sunday,6
2013-12-29,19148,Sunday,6
2017-01-01,23709,Sunday,6
2016-10-02,32994,Sunday,6
2014-03-30,26951,Sunday,6
2014-01-05,20182,Sunday,6
2016-12-25,25195,Sunday,6
2016-09-25,35461,Sunday,6
2016-01-17,22813,Sunday,6
2016-06-19,40460,Sunday,6
2013-10-06,25318,Sunday,6
2016-02-28,25436,Sunday,6
2014-11-02,31225,Sunday,6
2013-07-14,33113,Sunday,6
2017-06-18,42004,Sunday,6
2016-03-06,30323,Sunday,6
2014-10-26,29107,Sunday,6
2013-07-21,33150,Sunday,6
2014-11-09,31175,Sunday,6
2016-11-20,35488,Sunday,6
2014-10-19,29173,Sunday,6
2013-07-28,33216,Sunday,6
2017-06-04,42061,Sunday,6
2016-03-20,30461,Sunday,6
2014-10-12,29066,Sunday,6
2016-03-27,30491,Sunday,6
2013-08-04,29301,Sunday,6
2016-03-13,30321,Sunday,6
2017-05-28,39417,Sunday,6
2017-06-25,42029,Sunday,6
2016-02-21,25500,Sunday,6
2017-07-23,44831,Sunday,6
2014-12-14,22468,Sunday,6
2016-01-24,22774,Sunday,6
2014-12-07,22015,Sunday,6
2013-06-16,31206,Sunday,6
2017-07-16,44856,Sunday,6
2016-01-31,22719,Sunday,6
2013-07-07,32949,Sunday,6
2014-11-30,31324,Sunday,6
2017-07-09,44610,Sunday,6
2016-02-07,25046,Sunday,6
2014-11-23,31505,Sunday,6
2013-06-30,31256,Sunday,6
2017-07-02,44936,Sunday,6
2016-02-14,25234,Sunday,6
2014-11-16,31354,Sunday,6
2013-06-23,31470,Sunday,6
2017-03-26,31754,Sunday,6
2014-10-05,29000,Sunday,6
2014-09-28,31266,Sunday,6
2016-05-15,37877,Sunday,6
2014-08-17,33894,Sunday,6
2013-09-15,27255,Sunday,6
2017-04-16,36498,Sunday,6
2016-05-22,37914,Sunday,6
2014-08-10,33779,Sunday,6
2013-09-22,27439,Sunday,6
2017-04-23,37097,Sunday,6
2017-04-09,36603,Sunday,6
2014-08-03,33246,Sunday,6
2016-06-05,40814,Sunday,6
2013-09-29,27363,Sunday,6
2017-04-02,36777,Sunday,6
2014-07-27,38318,Sunday,6
2016-06-12,40709,Sunday,6
2014-07-20,38144,Sunday,6
2016-05-29,38372,Sunday,6
2016-04-03,35681,Sunday,6
2013-09-08,27320,Sunday,6
2016-05-08,38319,Sunday,6
2013-08-11,29260,Sunday,6
2017-05-21,39874,Sunday,6
2016-04-10,35731,Sunday,6
2014-09-21,31388,Sunday,6
2013-08-18,29179,Sunday,6
2017-05-14,39409,Sunday,6
2016-04-17,35747,Sunday,6
2014-08-24,33539,Sunday,6
2014-09-14,31629,Sunday,6
2017-05-07,39460,Sunday,6
2016-04-24,35576,Sunday,6
2014-09-07,31581,Sunday,6
2016-05-01,37851,Sunday,6
2013-09-01,27346,Sunday,6
2017-04-30,36785,Sunday,6
2014-08-31,33611,Sunday,6
2013-08-25,28990,Sunday,6
2017-12-31,26420,Sunday,6
