date,store,sales
2015-05-21,7,2072
2015-05-21,8,3664
2015-05-21,9,3063
2015-05-21,10,3291
2015-05-22,1,2736
2015-05-22,2,3966
2015-05-22,3,3523
2015-05-22,4,3220
2015-05-22,5,2317
2015-05-22,6,2383
2015-05-22,7,2116
2015-05-22,8,3842
2015-05-22,9,3315
2015-05-22,10,3559
2015-05-23,1,2918
2015-05-23,2,4288
2015-05-23,3,3699
2015-05-23,4,3497
2015-05-23,5,2569
2015-05-23,6,2537
2015-05-23,7,2311
2015-05-23,8,4091
2015-05-23,9,3490
2015-05-23,10,3735
2015-05-24,1,3208
2015-05-24,2,4488
2015-05-24,3,3970
2015-05-24,4,3667
2015-05-24,5,2657
2015-05-24,6,2735
2015-05-24,7,2402
2015-05-24,8,4318
2015-05-24,9,3714
2015-05-24,10,3965
2015-05-25,1,2127
2015-05-25,2,2996
2015-05-25,3,2718
2015-05-25,4,2431
2015-05-25,5,1795
2015-05-25,6,1766
2015-05-25,7,1646
2015-05-25,8,2952
2015-05-25,9,2290
2015-05-25,10,2713
2015-05-26,1,2543
2015-05-26,2,3386
2015-05-26,3,3238
2015-05-26,4,2934
2015-05-26,5,2089
2015-05-26,6,2060
2015-05-26,7,1903
2015-05-26,8,3286
2015-05-26,9,2971
2015-05-26,10,3125
2015-05-27,1,2531
2015-05-27,2,3549
2015-05-27,3,3033
2015-05-27,4,2950
2015-05-27,5,2033
2015-05-27,6,2054
2015-05-27,7,1908
2015-05-27,8,3376
2015-05-27,9,2855
2015-05-27,10,3051
2015-05-28,1,2607
2015-05-28,2,3708
2015-05-28,3,3271
2015-05-28,4,3033
2015-05-28,5,2200
2015-05-28,6,2212
2015-05-28,7,2127
2015-05-28,8,3655
2015-05-28,9,3085
2015-05-28,10,3333
2015-05-29,1,2841
2015-05-29,2,4094
2015-05-29,3,3502
2015-05-29,4,3369
2015-05-29,5,2337
2015-05-29,6,2396
2015-05-29,7,2189
2015-05-29,8,3864
2015-05-29,9,3220
2015-05-29,10,3567
2015-05-30,1,3086
2015-05-30,2,4117
2015-05-30,3,3808
2015-05-30,4,3423
2015-05-30,5,2447
2015-05-30,6,2502
2015-05-30,7,2336
2015-05-30,8,4167
2015-05-30,9,3506
2015-05-30,10,3682
2015-05-31,1,3114
2015-05-31,2,4489
2015-05-31,3,3981
2015-05-31,4,3689
2015-05-31,5,2770
2015-05-31,6,2662
2015-05-31,7,2386
2015-05-31,8,4331
2015-05-31,9,3679
2015-05-31,10,3936
2015-06-01,1,2328
2015-06-01,2,3155
2015-06-01,3,2875
2015-06-01,4,2654
2015-06-01,5,1843
2015-06-01,6,1886
2015-06-01,7,1649
2015-06-01,8,3096
2015-06-01,9,2605
2015-06-01,10,2813
2015-06-02,1,2677
2015-06-02,2,3770
2015-06-02,3,3345
2015-06-02,4,3081
2015-06-02,5,2273
2015-06-02,6,2273
2015-06-02,7,2018
2015-06-02,8,3509
2015-06-02,9,2991
2015-06-02,10,3323
2015-06-03,1,2697
2015-06-03,2,3699
2015-06-03,3,3430
2015-06-03,4,3081
2015-06-03,5,2250
2015-06-03,6,2238
2015-06-03,7,2014
2015-06-03,8,3439
2015-06-03,9,2945
2015-06-03,10,3318
2015-06-04,1,2831
2015-06-04,2,4000
2015-06-04,3,3586
2015-06-04,4,3267
2015-06-04,5,2409
2015-06-04,6,2457
2015-06-04,7,2162
2015-06-04,8,3844
2015-06-04,9,3317
2015-06-04,10,3540
2015-06-05,1,3016
2015-06-05,2,4313
2015-06-05,3,3790
2015-06-05,4,3533
2015-06-05,5,2546
2015-06-05,6,2578
2015-06-05,7,2256
2015-06-05,8,4101
2015-06-05,9,3459
2015-06-05,10,3759
2015-06-06,1,3252
2015-06-06,2,4558
2015-06-06,3,4113
2015-06-06,4,3732
2015-06-06,5,2626
2015-06-06,6,2709
2015-06-06,7,2432
2015-06-06,8,4194
2015-06-06,9,3757
2015-06-06,10,3941
2015-06-07,1,3322
2015-06-07,2,4813
2015-06-07,3,4187
2015-06-07,4,3945
2015-06-07,5,2955
2015-06-07,6,2812
2015-06-07,7,2737
2015-06-07,8,4490
2015-06-07,9,3980
2015-06-07,10,4287
2015-06-08,1,2129
2015-06-08,2,3188
2015-06-08,3,2815
2015-06-08,4,2669
2015-06-08,5,1904
2015-06-08,6,1927
2015-06-08,7,1807
2015-06-08,8,3130
2015-06-08,9,2554
2015-06-08,10,2784
2015-06-09,1,2585
2015-06-09,2,3687
2015-06-09,3,3349
2015-06-09,4,3073
2015-06-09,5,2301
2015-06-09,6,2202
2015-06-09,7,2100
2015-06-09,8,3523
2015-06-09,9,3053
2015-06-09,10,3391
2015-06-10,1,2626
2015-06-10,2,3726
2015-06-10,3,3398
2015-06-10,4,3086
2015-06-10,5,2184
2015-06-10,6,2153
2015-06-10,7,2054
2015-06-10,8,3509
2015-06-10,9,3032
2015-06-10,10,3288
2015-06-11,1,2789
2015-06-11,2,4046
2015-06-11,3,3572
2015-06-11,4,3370
2015-06-11,5,2408
2015-06-11,6,2334
2015-06-11,7,2192
2015-06-11,8,3846
2015-06-11,9,3309
2015-06-11,10,3537
2015-06-12,1,3002
2015-06-12,2,4197
2015-06-12,3,3780
2015-06-12,4,3548
2015-06-12,5,2522
2015-06-12,6,2640
2015-06-12,7,2325
2015-06-12,8,4047
2015-06-12,9,3510
2015-06-12,10,3742
2015-06-13,1,3295
2015-06-13,2,4508
2015-06-13,3,4077
2015-06-13,4,3738
2015-06-13,5,2677
2015-06-13,6,2761
2015-06-13,7,2536
2015-06-13,8,4294
2015-06-13,9,3719
2015-06-13,10,3992
2015-06-14,1,3409
2015-06-14,2,4854
2015-06-14,3,4342
2015-06-14,4,4022
2015-06-14,5,2838
2015-06-14,6,2792
2015-06-14,7,2680
2015-06-14,8,4765
2015-06-14,9,3926
2015-06-14,10,4174
2015-06-15,1,2244
2015-06-15,2,3098
2015-06-15,3,2887
2015-06-15,4,2590
2015-06-15,5,1969
2015-06-15,6,1862
2015-06-15,7,1800
2015-06-15,8,3080
2015-06-15,9,2572
2015-06-15,10,2717
2015-06-16,1,2625
2015-06-16,2,3700
2015-06-16,3,3354
2015-06-16,4,3083
2015-06-16,5,2233
2015-06-16,6,2227
2015-06-16,7,2130
2015-06-16,8,3518
2015-06-16,9,3102
2015-06-16,10,3274
2015-06-17,1,2611
2015-06-17,2,3747
2015-06-17,3,3214
2015-06-17,4,3101
2015-06-17,5,2193
2015-06-17,6,2195
2015-06-17,7,2068
2015-06-17,8,3552
2015-06-17,9,3083
2015-06-17,10,3340
2015-06-18,1,2800
2015-06-18,2,3857
2015-06-18,3,3605
2015-06-18,4,3251
2015-06-18,5,2341
2015-06-18,6,2412
2015-06-18,7,2202
2015-06-18,8,3944
2015-06-18,9,3335
2015-06-18,10,3441
2015-06-19,1,3094
2015-06-19,2,4244
2015-06-19,3,3803
2015-06-19,4,3483
2015-06-19,5,2471
2015-06-19,6,2593
2015-06-19,7,2188
2015-06-19,8,4079
2015-06-19,9,3456
2015-06-19,10,3790
2015-06-20,1,3074
2015-06-20,2,4615
2015-06-20,3,3965
2015-06-20,4,3792
2015-06-20,5,2701
2015-06-20,6,2653
2015-06-20,7,2538
2015-06-20,8,4374
2015-06-20,9,3691
2015-06-20,10,3934
2015-06-21,1,3394
2015-06-21,2,4726
2015-06-21,3,4343
2015-06-21,4,3876
2015-06-21,5,2855
2015-06-21,6,2765
2015-06-21,7,2715
2015-06-21,8,4628
2015-06-21,9,3880
2015-06-21,10,4249
2015-06-22,1,2253
2015-06-22,2,3169
2015-06-22,3,2890
2015-06-22,4,2623
2015-06-22,5,1914
2015-06-22,6,1878
2015-06-22,7,1697
2015-06-22,8,3060
2015-06-22,9,2558
2015-06-22,10,2731
2015-06-23,1,2692
2015-06-23,2,3657
2015-06-23,3,3221
2015-06-23,4,3031
2015-06-23,5,2299
2015-06-23,6,2245
2015-06-23,7,2083
2015-06-23,8,3578
2015-06-23,9,3104
2015-06-23,10,3255
2015-06-24,1,2683
2015-06-24,2,3778
2015-06-24,3,3309
2015-06-24,4,3058
2015-06-24,5,2114
2015-06-24,6,2096
2015-06-24,7,2077
2015-06-24,8,3535
2015-06-24,9,3241
2015-06-24,10,3263
2015-06-25,1,2752
2015-06-25,2,4087
2015-06-25,3,3526
2015-06-25,4,3263
2015-06-25,5,2318
2015-06-25,6,2315
2015-06-25,7,2221
2015-06-25,8,3835
2015-06-25,9,3219
2015-06-25,10,3512
2015-06-26,1,3067
2015-06-26,2,4268
2015-06-26,3,3805
2015-06-26,4,3487
2015-06-26,5,2486
2015-06-26,6,2481
2015-06-26,7,2320
2015-06-26,8,4195
2015-06-26,9,3488
2015-06-26,10,3818
2015-06-27,1,3178
2015-06-27,2,4601
2015-06-27,3,3880
2015-06-27,4,3658
2015-06-27,5,2692
2015-06-27,6,2685
2015-06-27,7,2413
2015-06-27,8,4462
2015-06-27,9,3765
2015-06-27,10,3917
2015-06-28,1,3391
2015-06-28,2,4665
2015-06-28,3,4356
2015-06-28,4,3919
2015-06-28,5,2793
2015-06-28,6,2848
2015-06-28,7,2608
2015-06-28,8,4557
2015-06-28,9,4024
2015-06-28,10,4249
2015-06-29,1,2309
2015-06-29,2,3173
2015-06-29,3,2838
2015-06-29,4,2630
2015-06-29,5,1876
2015-06-29,6,1917
2015-06-29,7,1743
2015-06-29,8,3060
2015-06-29,9,2744
2015-06-29,10,2784
2015-06-30,1,2620
2015-06-30,2,3773
2015-06-30,3,3334
2015-06-30,4,3098
2015-06-30,5,2242
2015-06-30,6,2269
2015-06-30,7,1997
2015-06-30,8,3679
2015-06-30,9,3048
2015-06-30,10,3285
2015-07-01,1,2755
2015-07-01,2,4084
2015-07-01,3,3438
2015-07-01,4,3193
2015-07-01,5,2292
2015-07-01,6,2394
2015-07-01,7,2107
2015-07-01,8,3703
2015-07-01,9,3269
2015-07-01,10,3468
2015-07-02,1,2970
2015-07-02,2,4409
2015-07-02,3,3744
2015-07-02,4,3503
2015-07-02,5,2460
2015-07-02,6,2496
2015-07-02,7,2316
2015-07-02,8,4049
2015-07-02,9,3432
2015-07-02,10,3755
2015-07-03,1,3213
2015-07-03,2,4524
2015-07-03,3,4063
2015-07-03,4,3691
2015-07-03,5,2685
2015-07-03,6,2676
2015-07-03,7,2509
2015-07-03,8,4292
2015-07-03,9,3840
2015-07-03,10,4005
2015-07-04,1,3492
2015-07-04,2,4789
2015-07-04,3,4302
2015-07-04,4,3996
2015-07-04,5,2969
2015-07-04,6,2770
2015-07-04,7,2532
2015-07-04,8,4660
2015-07-04,9,4007
2015-07-04,10,4259
2015-07-05,1,3543
2015-07-05,2,5062
2015-07-05,3,4503
2015-07-05,4,4212
2015-07-05,5,2914
2015-07-05,6,2991
2015-07-05,7,2818
2015-07-05,8,4989
2015-07-05,9,4260
2015-07-05,10,4448
2015-07-06,1,2371
2015-07-06,2,3432
2015-07-06,3,2957
2015-07-06,4,2818
2015-07-06,5,2115
2015-07-06,6,1999
2015-07-06,7,1867
2015-07-06,8,3197
2015-07-06,9,2791
2015-07-06,10,2972
2015-07-07,1,2828
2015-07-07,2,3880
2015-07-07,3,3567
2015-07-07,4,3246
2015-07-07,5,2310
2015-07-07,6,2366
2015-07-07,7,2115
2015-07-07,8,3916
2015-07-07,9,3237
2015-07-07,10,3451
2015-07-08,1,2877
2015-07-08,2,3968
2015-07-08,3,3485
2015-07-08,4,3339
2015-07-08,5,2407
2015-07-08,6,2329
2015-07-08,7,2181
2015-07-08,8,3876
2015-07-08,9,3244
2015-07-08,10,3494
2015-07-09,1,2922
2015-07-09,2,4253
2015-07-09,3,3749
2015-07-09,4,3533
2015-07-09,5,2525
2015-07-09,6,2507
2015-07-09,7,2226
2015-07-09,8,4099
2015-07-09,9,3478
2015-07-09,10,3671
2015-07-10,1,3197
2015-07-10,2,4482
2015-07-10,3,4077
2015-07-10,4,3750
2015-07-10,5,2675
2015-07-10,6,2772
2015-07-10,7,2428
2015-07-10,8,4266
2015-07-10,9,3776
2015-07-10,10,3995
2015-07-11,1,3422
2015-07-11,2,4678
2015-07-11,3,4360
2015-07-11,4,3940
2015-07-11,5,2864
2015-07-11,6,2945
2015-07-11,7,2685
2015-07-11,8,4556
2015-07-11,9,3917
2015-07-11,10,4273
2015-07-12,1,3513
2015-07-12,2,5174
2015-07-12,3,4574
2015-07-12,4,4115
2015-07-12,5,3206
2015-07-12,6,2944
2015-07-12,7,2768
2015-07-12,8,4814
2015-07-12,9,4237
2015-07-12,10,4449
2015-07-13,1,2406
2015-07-13,2,3509
2015-07-13,3,2951
2015-07-13,4,2730
2015-07-13,5,2013
2015-07-13,6,2077
2015-07-13,7,1871
2015-07-13,8,3373
2015-07-13,9,2787
2015-07-13,10,2991
2015-07-14,1,2831
2015-07-14,2,3897
2015-07-14,3,3448
2015-07-14,4,3388
2015-07-14,5,2406
2015-07-14,6,2387
2015-07-14,7,2135
2015-07-14,8,3854
2015-07-14,9,3165
2015-07-14,10,3417
2015-07-15,1,2770
2015-07-15,2,4013
2015-07-15,3,3565
2015-07-15,4,3179
2015-07-15,5,2387
2015-07-15,6,2409
2015-07-15,7,2173
2015-07-15,8,3836
2015-07-15,9,3378
2015-07-15,10,3387
2015-07-16,1,3034
2015-07-16,2,4290
2015-07-16,3,3853
2015-07-16,4,3507
2015-07-16,5,2438
2015-07-16,6,2551
2015-07-16,7,2294
2015-07-16,8,3936
2015-07-16,9,3489
2015-07-16,10,3787
2015-07-17,1,3280
2015-07-17,2,4587
2015-07-17,3,4096
2015-07-17,4,3669
2015-07-17,5,2659
2015-07-17,6,2738
2015-07-17,7,2408
2015-07-17,8,4369
2015-07-17,9,3679
2015-07-17,10,3883
2015-07-18,1,3380
2015-07-18,2,4834
2015-07-18,3,4424
2015-07-18,4,3900
2015-07-18,5,2873
2015-07-18,6,2812
2015-07-18,7,2621
2015-07-18,8,4724
2015-07-18,9,3941
2015-07-18,10,4059
2015-07-19,1,3647
2015-07-19,2,5110
2015-07-19,3,4463
2015-07-19,4,4137
2015-07-19,5,3064
2015-07-19,6,2915
2015-07-19,7,2723
2015-07-19,8,4939
2015-07-19,9,4157
2015-07-19,10,4512
2015-07-20,1,2528
2015-07-20,2,3420
2015-07-20,3,3052
2015-07-20,4,2822
2015-07-20,5,2027
2015-07-20,6,2002
2015-07-20,7,1945
2015-07-20,8,3212
2015-07-20,9,2838
2015-07-20,10,2931
2015-07-21,1,2781
2015-07-21,2,3917
2015-07-21,3,3462
2015-07-21,4,3197
2015-07-21,5,2402
2015-07-21,6,2409
2015-07-21,7,2086
2015-07-21,8,3852
2015-07-21,9,3382
2015-07-21,10,3393
2015-07-22,1,2838
2015-07-22,2,3909
2015-07-22,3,3548
2015-07-22,4,3213
2015-07-22,5,2302
2015-07-22,6,2364
2015-07-22,7,2209
2015-07-22,8,3784
2015-07-22,9,3343
2015-07-22,10,3503
2015-07-23,1,2973
2015-07-23,2,4244
2015-07-23,3,3834
2015-07-23,4,3434
2015-07-23,5,2432
2015-07-23,6,2659
2015-07-23,7,2275
2015-07-23,8,4035
2015-07-23,9,3652
2015-07-23,10,3706
2015-07-24,1,3158
2015-07-24,2,4580
2015-07-24,3,4007
2015-07-24,4,3685
2015-07-24,5,2627
2015-07-24,6,2760
2015-07-24,7,2406
2015-07-24,8,4368
2015-07-24,9,3869
2015-07-24,10,3999
2015-07-25,1,3440
2015-07-25,2,4730
2015-07-25,3,4283
2015-07-25,4,4037
2015-07-25,5,2936
2015-07-25,6,2950
2015-07-25,7,2618
2015-07-25,8,4561
2015-07-25,9,3867
2015-07-25,10,4186
2015-07-26,1,3619
2015-07-26,2,5030
2015-07-26,3,4529
2015-07-26,4,4107
2015-07-26,5,3105
2015-07-26,6,3024
2015-07-26,7,2689
2015-07-26,8,4811
2015-07-26,9,4156
2015-07-26,10,4466
2015-07-27,1,2273
2015-07-27,2,3424
2015-07-27,3,3126
2015-07-27,4,2793
2015-07-27,5,2060
2015-07-27,6,2025
2015-07-27,7,1756
2015-07-27,8,3246
2015-07-27,9,2807
2015-07-27,10,2896
2015-07-28,1,2759
2015-07-28,2,3970
2015-07-28,3,3512
2015-07-28,4,3285
2015-07-28,5,2356
2015-07-28,6,2341
2015-07-28,7,2184
2015-07-28,8,3805
2015-07-28,9,3260
2015-07-28,10,3474
2015-07-29,1,2844
2015-07-29,2,4008
2015-07-29,3,3515
2015-07-29,4,3234
2015-07-29,5,2369
2015-07-29,6,2319
2015-07-29,7,2125
2015-07-29,8,3782
2015-07-29,9,3212
2015-07-29,10,3504
2015-07-30,1,3052
2015-07-30,2,4155
2015-07-30,3,3811
2015-07-30,4,3554
2015-07-30,5,2590
2015-07-30,6,2546
2015-07-30,7,2377
2015-07-30,8,4043
2015-07-30,9,3584
2015-07-30,10,3731
2015-07-31,1,3253
2015-07-31,2,4445
2015-07-31,3,3983
2015-07-31,4,3714
2015-07-31,5,2729
2015-07-31,6,2646
2015-07-31,7,2443
2015-07-31,8,4377
2015-07-31,9,3734
2015-07-31,10,3985
2015-08-01,1,3022
2015-08-01,2,4234
2015-08-01,3,3792
2015-08-01,4,3510
2015-08-01,5,2545
2015-08-01,6,2462
2015-08-01,7,2380
2015-08-01,8,4168
2015-08-01,9,3485
2015-08-01,10,3747
2015-08-02,1,3192
2015-08-02,2,4589
2015-08-02,3,4055
2015-08-02,4,3761
2015-08-02,5,2684
2015-08-02,6,2806
2015-08-02,7,2362
2015-08-02,8,4333
2015-08-02,9,3648
2015-08-02,10,3957
2015-08-03,1,2058
2015-08-03,2,3212
2015-08-03,3,2656
2015-08-03,4,2490
2015-08-03,5,1857
2015-08-03,6,1749
2015-08-03,7,1658
2015-08-03,8,2911
2015-08-03,9,2486
2015-08-03,10,2624
2015-08-04,1,2433
2015-08-04,2,3377
2015-08-04,3,3197
2015-08-04,4,2852
2015-08-04,5,1979
2015-08-04,6,2042
2015-08-04,7,1859
2015-08-04,8,3365
2015-08-04,9,2894
2015-08-04,10,3122
2015-08-05,1,2452
2015-08-05,2,3515
2015-08-05,3,3008
2015-08-05,4,2906
2015-08-05,5,2017
2015-08-05,6,2128
2015-08-05,7,1913
2015-08-05,8,3323
2015-08-05,9,2913
2015-08-05,10,3027
2015-08-06,1,2732
2015-08-06,2,3851
2015-08-06,3,3307
2015-08-06,4,3116
2015-08-06,5,2290
2015-08-06,6,2165
2015-08-06,7,2046
2015-08-06,8,3612
2015-08-06,9,3125
2015-08-06,10,3233
2015-08-07,1,2826
2015-08-07,2,4053
2015-08-07,3,3529
2015-08-07,4,3289
2015-08-07,5,2383
2015-08-07,6,2360
2015-08-07,7,2177
2015-08-07,8,3711
2015-08-07,9,3392
2015-08-07,10,3576
2015-08-08,1,3049
2015-08-08,2,4282
2015-08-08,3,3709
2015-08-08,4,3514
2015-08-08,5,2528
2015-08-08,6,2454
2015-08-08,7,2332
2015-08-08,8,4101
2015-08-08,9,3595
2015-08-08,10,3748
2015-08-09,1,3210
2015-08-09,2,4467
2015-08-09,3,4051
2015-08-09,4,3739
2015-08-09,5,2723
2015-08-09,6,2669
2015-08-09,7,2514
2015-08-09,8,4326
2015-08-09,9,3688
2015-08-09,10,3944
2015-08-10,1,2089
2015-08-10,2,2992
2015-08-10,3,2711
2015-08-10,4,2515
2015-08-10,5,1770
2015-08-10,6,1759
2015-08-10,7,1637
2015-08-10,8,2833
2015-08-10,9,2388
2015-08-10,10,2642
2015-08-11,1,2442
2015-08-11,2,3537
2015-08-11,3,3061
2015-08-11,4,2817
2015-08-11,5,2062
2015-08-11,6,2024
2015-08-11,7,1907
2015-08-11,8,3373
2015-08-11,9,2931
2015-08-11,10,3074
2015-08-12,1,2512
2015-08-12,2,3378
2015-08-12,3,3118
2015-08-12,4,2908
2015-08-12,5,2078
2015-08-12,6,2039
2015-08-12,7,1866
2015-08-12,8,3346
2015-08-12,9,2755
2015-08-12,10,3069
2015-08-13,1,2630
2015-08-13,2,3744
2015-08-13,3,3271
2015-08-13,4,3194
2015-08-13,5,2212
2015-08-13,6,2224
2015-08-13,7,2105
2015-08-13,8,3502
2015-08-13,9,3087
2015-08-13,10,3341
2015-08-14,1,2803
2015-08-14,2,3934
2015-08-14,3,3666
2015-08-14,4,3310
2015-08-14,5,2313
2015-08-14,6,2439
2015-08-14,7,2177
2015-08-14,8,3858
2015-08-14,9,3270
2015-08-14,10,3532
2015-08-15,1,2966
2015-08-15,2,4358
2015-08-15,3,3699
2015-08-15,4,3520
2015-08-15,5,2517
2015-08-15,6,2571
2015-08-15,7,2215
2015-08-15,8,4046
2015-08-15,9,3522
2015-08-15,10,3705
2015-08-16,1,3179
2015-08-16,2,4486
2015-08-16,3,4023
2015-08-16,4,3689
2015-08-16,5,2606
2015-08-16,6,2654
2015-08-16,7,2388
2015-08-16,8,4411
2015-08-16,9,3760
2015-08-16,10,3952
2015-08-17,1,2193
2015-08-17,2,3076
2015-08-17,3,2643
2015-08-17,4,2457
2015-08-17,5,1844
2015-08-17,6,1735
2015-08-17,7,1605
2015-08-17,8,2881
2015-08-17,9,2458
2015-08-17,10,2655
2015-08-18,1,2383
2015-08-18,2,3436
2015-08-18,3,3087
2015-08-18,4,2898
2015-08-18,5,2051
2015-08-18,6,2065
2015-08-18,7,1887
2015-08-18,8,3311
2015-08-18,9,2909
2015-08-18,10,3067
2015-08-19,1,2491
2015-08-19,2,3465
2015-08-19,3,3122
2015-08-19,4,2881
2015-08-19,5,2090
2015-08-19,6,2118
2015-08-19,7,1956
2015-08-19,8,3323
2015-08-19,9,2879
2015-08-19,10,3092
2015-08-20,1,2673
2015-08-20,2,3793
2015-08-20,3,3380
2015-08-20,4,3062
2015-08-20,5,2221
2015-08-20,6,2243
2015-08-20,7,2049
2015-08-20,8,3545
2015-08-20,9,3095
2015-08-20,10,3232
2015-08-21,1,2881
2015-08-21,2,4163
2015-08-21,3,3604
2015-08-21,4,3252
2015-08-21,5,2400
2015-08-21,6,2432
2015-08-21,7,2103
2015-08-21,8,3850
2015-08-21,9,3341
2015-08-21,10,3572
2015-08-22,1,3080
2015-08-22,2,4202
2015-08-22,3,3752
2015-08-22,4,3337
2015-08-22,5,2506
2015-08-22,6,2459
2015-08-22,7,2338
2015-08-22,8,4131
2015-08-22,9,3496
2015-08-22,10,3779
2015-08-23,1,3218
2015-08-23,2,4469
2015-08-23,3,4016
2015-08-23,4,3690
2015-08-23,5,2688
2015-08-23,6,2717
2015-08-23,7,2462
2015-08-23,8,4264
2015-08-23,9,3713
2015-08-23,10,3986
2015-08-24,1,2037
2015-08-24,2,3030
2015-08-24,3,2566
2015-08-24,4,2455
2015-08-24,5,1783
2015-08-24,6,1722
2015-08-24,7,1637
2015-08-24,8,2924
2015-08-24,9,2576
2015-08-24,10,2625
2015-08-25,1,2462
2015-08-25,2,3403
2015-08-25,3,3141
2015-08-25,4,2805
2015-08-25,5,2131
2015-08-25,6,2032
2015-08-25,7,1875
2015-08-25,8,3362
2015-08-25,9,2762
2015-08-25,10,3085
2015-08-26,1,2523
2015-08-26,2,3498
2015-08-26,3,3166
2015-08-26,4,2889
2015-08-26,5,1988
2015-08-26,6,2049
2015-08-26,7,1901
2015-08-26,8,3325
2015-08-26,9,2829
2015-08-26,10,3091
2015-08-27,1,2703
2015-08-27,2,3737
2015-08-27,3,3324
2015-08-27,4,3086
2015-08-27,5,2276
2015-08-27,6,2222
2015-08-27,7,2082
2015-08-27,8,3662
2015-08-27,9,3038
2015-08-27,10,3284
2015-08-28,1,2827
2015-08-28,2,4042
2015-08-28,3,3469
2015-08-28,4,3352
2015-08-28,5,2277
2015-08-28,6,2382
2015-08-28,7,2141
2015-08-28,8,3852
2015-08-28,9,3371
2015-08-28,10,3573
2015-08-29,1,2949
2015-08-29,2,4155
2015-08-29,3,3773
2015-08-29,4,3484
2015-08-29,5,2550
2015-08-29,6,2520
2015-08-29,7,2193
2015-08-29,8,4141
2015-08-29,9,3548
2015-08-29,10,3800
2015-08-30,1,3231
2015-08-30,2,4644
2015-08-30,3,4027
2015-08-30,4,3691
2015-08-30,5,2710
2015-08-30,6,2692
2015-08-30,7,2407
2015-08-30,8,4366
2015-08-30,9,3676
2015-08-30,10,3960
2015-08-31,1,2196
2015-08-31,2,3104
2015-08-31,3,2597
2015-08-31,4,2501
2015-08-31,5,1729
2015-08-31,6,1892
2015-08-31,7,1625
2015-08-31,8,2873
2015-08-31,9,2462
2015-08-31,10,2598
2015-09-01,1,2329
2015-09-01,2,3319
2015-09-01,3,2874
2015-09-01,4,2692
2015-09-01,5,1916
2015-09-01,6,1897
2015-09-01,7,1712
2015-09-01,8,3101
2015-09-01,9,2665
2015-09-01,10,2870
2015-09-02,1,2258
2015-09-02,2,3133
2015-09-02,3,2861
2015-09-02,4,2748
2015-09-02,5,1948
2015-09-02,6,2004
2015-09-02,7,1814
2015-09-02,8,3085
2015-09-02,9,2747
2015-09-02,10,2888
2015-09-03,1,2479
2015-09-03,2,3505
2015-09-03,3,3167
2015-09-03,4,2874
2015-09-03,5,2125
2015-09-03,6,2120
2015-09-03,7,1925
2015-09-03,8,3341
2015-09-03,9,2844
2015-09-03,10,3087
2015-09-04,1,2691
2015-09-04,2,3746
2015-09-04,3,3345
2015-09-04,4,3120
2015-09-04,5,2203
2015-09-04,6,2240
2015-09-04,7,2036
2015-09-04,8,3568
2015-09-04,9,3183
2015-09-04,10,3283
2015-09-05,1,2731
2015-09-05,2,4000
2015-09-05,3,3551
2015-09-05,4,3292
2015-09-05,5,2244
2015-09-05,6,2445
2015-09-05,7,2139
2015-09-05,8,3722
2015-09-05,9,3314
2015-09-05,10,3370
2015-09-06,1,2986
2015-09-06,2,4342
2015-09-06,3,3780
2015-09-06,4,3466
2015-09-06,5,2455
2015-09-06,6,2506
2015-09-06,7,2269
2015-09-06,8,4058
2015-09-06,9,3460
2015-09-06,10,3647
2015-09-07,1,1984
2015-09-07,2,2797
2015-09-07,3,2467
2015-09-07,4,2307
2015-09-07,5,1664
2015-09-07,6,1701
2015-09-07,7,1586
2015-09-07,8,2652
2015-09-07,9,2199
2015-09-07,10,2476
2015-09-08,1,2282
2015-09-08,2,3244
2015-09-08,3,2819
2015-09-08,4,2636
2015-09-08,5,1910
2015-09-08,6,1956
2015-09-08,7,1826
2015-09-08,8,3142
2015-09-08,9,2684
2015-09-08,10,2863
2015-09-09,1,2315
2015-09-09,2,3253
2015-09-09,3,2900
2015-09-09,4,2606
2015-09-09,5,2029
2015-09-09,6,1947
2015-09-09,7,1730
2015-09-09,8,3172
2015-09-09,9,2769
2015-09-09,10,2883
2015-09-10,1,2533
2015-09-10,2,3503
2015-09-10,3,3176
2015-09-10,4,2883
2015-09-10,5,2073
2015-09-10,6,1998
2015-09-10,7,1922
2015-09-10,8,3256
2015-09-10,9,2892
2015-09-10,10,3113
2015-09-11,1,2613
2015-09-11,2,3699
2015-09-11,3,3375
2015-09-11,4,2956
2015-09-11,5,2196
2015-09-11,6,2324
2015-09-11,7,2032
2015-09-11,8,3594
2015-09-11,9,3082
2015-09-11,10,3302
2015-09-12,1,2800
2015-09-12,2,3980
2015-09-12,3,3493
2015-09-12,4,3183
2015-09-12,5,2324
2015-09-12,6,2262
2015-09-12,7,2098
2015-09-12,8,3759
2015-09-12,9,3300
2015-09-12,10,3297
2015-09-13,1,3037
2015-09-13,2,4170
2015-09-13,3,3662
2015-09-13,4,3524
2015-09-13,5,2536
2015-09-13,6,2444
2015-09-13,7,2274
2015-09-13,8,4059
2015-09-13,9,3455
2015-09-13,10,3735
2015-09-14,1,1887
2015-09-14,2,2658
2015-09-14,3,2543
2015-09-14,4,2343
2015-09-14,5,1622
2015-09-14,6,1654
2015-09-14,7,1543
2015-09-14,8,2668
2015-09-14,9,2385
2015-09-14,10,2425
2015-09-15,1,2214
2015-09-15,2,3257
